install_id,test_id,test_name,variant,variant_label,install_date,channel,device_os,cpi_zar,ltv_zar,retention_d1,retention_d7,retention_d30,booked_in_app
AB3_009790,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-16,Meta Ads,android,19.56,1697.96,0.492,0.319,0.098,False
AB3_009791,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-04,Meta Ads,android,15.51,1020.36,0.524,0.389,0.242,False
AB3_009792,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-17,TikTok Ads,android,30.32,2001.8,0.462,0.307,0.148,False
AB3_009793,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-19,Meta Ads,ios,17.05,2198.78,0.45,0.303,0.241,False
AB3_009794,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-15,TikTok Ads,android,20.36,1863.36,0.431,0.263,0.193,False
AB3_009795,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-12,Meta Ads,android,18.12,1779.61,0.459,0.306,0.202,False
AB3_009796,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-08,TikTok Ads,android,16.17,1059.85,0.523,0.259,0.181,False
AB3_009797,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-04,Meta Ads,ios,17.59,1718.98,0.531,0.327,0.215,False
AB3_009798,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-02,Meta Ads,ios,17.11,2305.58,0.479,0.299,0.195,False
AB3_009799,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-09,TikTok Ads,ios,18.08,2253.83,0.469,0.337,0.264,False
AB3_009800,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-22,Meta Ads,ios,19.66,1739.56,0.34,0.302,0.219,False
AB3_009801,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-12,Google UAC,ios,19.76,3266.32,0.477,0.395,0.296,False
AB3_009802,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-22,Meta Ads,ios,21.53,1267.15,0.447,0.347,0.201,False
AB3_009803,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-26,Google UAC,android,22.64,2425.15,0.472,0.31,0.218,False
AB3_009804,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-19,Google UAC,android,25.63,2020.35,0.39,0.211,0.163,False
AB3_009805,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-12,Meta Ads,android,17.27,1818.79,0.466,0.42,0.245,False
AB3_009806,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-29,TikTok Ads,android,23.84,2013.67,0.43,0.252,0.059,False
AB3_009807,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-14,Google UAC,ios,12.15,3454.33,0.561,0.313,0.195,False
AB3_009808,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-22,Google UAC,android,18.79,1332.46,0.476,0.288,0.18,False
AB3_009809,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-27,Meta Ads,android,17.82,2626.82,0.468,0.357,0.142,False
AB3_009810,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-10,Google UAC,ios,24.31,1786.94,0.414,0.362,0.142,False
AB3_009811,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-08,Meta Ads,android,19.39,692.6,0.469,0.357,0.215,False
AB3_009812,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-22,Meta Ads,ios,24.16,2034.01,0.487,0.274,0.17,False
AB3_009813,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-22,TikTok Ads,android,23.86,2745.69,0.526,0.356,0.226,False
AB3_009814,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-22,TikTok Ads,android,23.78,1640.34,0.405,0.299,0.193,False
AB3_009815,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-19,TikTok Ads,android,12.94,1650.31,0.486,0.337,0.202,False
AB3_009816,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-28,Meta Ads,android,22.51,1014.47,0.401,0.333,0.129,False
AB3_009817,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-30,TikTok Ads,android,20.07,3126.17,0.465,0.329,0.189,False
AB3_009818,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-20,Meta Ads,ios,27.81,1300.86,0.475,0.275,0.11,False
AB3_009819,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-26,TikTok Ads,android,16.72,2266.28,0.525,0.41,0.238,False
AB3_009820,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-01,Meta Ads,ios,22.82,2099.91,0.44,0.313,0.162,False
AB3_009821,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-28,Google UAC,ios,26.28,2395.34,0.491,0.42,0.311,False
AB3_009822,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-11,TikTok Ads,android,23.85,2142.1,0.456,0.301,0.153,False
AB3_009823,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-13,Google UAC,android,15.34,2036.22,0.473,0.355,0.259,False
AB3_009824,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-24,TikTok Ads,ios,18.68,1399.73,0.39,0.319,0.113,False
AB3_009825,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-04,Meta Ads,android,23.86,2769.7,0.506,0.358,0.218,False
AB3_009826,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-13,TikTok Ads,ios,26.24,2769.04,0.526,0.286,0.113,False
AB3_009827,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-20,Google UAC,ios,18.86,2154.4,0.496,0.299,0.216,False
AB3_009828,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-24,Google UAC,ios,29.57,1731.82,0.312,0.233,0.17,False
AB3_009829,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-08,Meta Ads,ios,14.23,2672.62,0.486,0.355,0.339,False
AB3_009830,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-18,Meta Ads,android,21.64,2026.06,0.446,0.308,0.18,False
AB3_009831,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-19,Meta Ads,android,17.04,2495.61,0.439,0.33,0.23,False
AB3_009832,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-06,Meta Ads,ios,22.54,1591.8,0.506,0.323,0.182,False
AB3_009833,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-05,Google UAC,ios,22.29,2681.38,0.474,0.316,0.28,False
AB3_009834,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-24,Google UAC,android,23.39,1306.26,0.363,0.327,0.182,False
AB3_009835,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-03,Google UAC,android,17.85,1264.65,0.543,0.352,0.219,False
AB3_009836,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-18,TikTok Ads,ios,28.95,1323.83,0.408,0.228,0.173,False
AB3_009837,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-27,TikTok Ads,android,17.89,1769.44,0.423,0.36,0.13,False
AB3_009838,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-24,Google UAC,android,26.84,1896.44,0.454,0.247,0.21,False
AB3_009839,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-23,Google UAC,ios,16.94,2657.57,0.478,0.357,0.186,False
AB3_009840,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-16,Meta Ads,android,24.04,1475.73,0.463,0.305,0.181,False
AB3_009841,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-24,Meta Ads,android,24.31,2283.7,0.546,0.375,0.224,False
AB3_009842,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-23,Google UAC,ios,23.33,1716.53,0.47,0.28,0.226,False
AB3_009843,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-26,Meta Ads,ios,22.03,3690.87,0.502,0.338,0.272,False
AB3_009844,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-10,TikTok Ads,android,25.85,2048.46,0.364,0.196,0.18,False
AB3_009845,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-23,TikTok Ads,android,17.06,3001.11,0.455,0.357,0.225,True
AB3_009846,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-12,Meta Ads,android,24.75,1670.38,0.466,0.249,0.131,False
AB3_009847,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-11,Meta Ads,ios,14.32,2354.36,0.542,0.328,0.23,False
AB3_009848,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-19,Google UAC,ios,22.72,2330.59,0.407,0.307,0.236,False
AB3_009849,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-26,Meta Ads,android,20.05,1861.18,0.595,0.343,0.152,True
AB3_009850,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-23,Meta Ads,android,24.08,1733.55,0.445,0.367,0.153,False
AB3_009851,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-24,Google UAC,ios,20.36,1990.21,0.517,0.314,0.239,False
AB3_009852,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-22,Google UAC,android,36.68,1815.84,0.42,0.19,0.12,True
AB3_009853,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-18,Meta Ads,android,17.3,2862.32,0.443,0.325,0.131,False
AB3_009854,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-31,Google UAC,android,22.99,1700.64,0.446,0.357,0.213,False
AB3_009855,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-14,Google UAC,android,20.37,2210.05,0.494,0.393,0.239,False
AB3_009856,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-23,Meta Ads,android,26.51,1792.51,0.444,0.246,0.189,False
AB3_009857,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-29,Google UAC,android,17.03,3190.98,0.476,0.323,0.106,False
AB3_009858,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-21,Google UAC,ios,24.51,2889.11,0.405,0.345,0.209,True
AB3_009859,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-13,TikTok Ads,ios,17.12,3163.84,0.498,0.386,0.269,False
AB3_009860,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-29,Google UAC,ios,19.74,741.23,0.34,0.348,0.156,False
AB3_009861,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-18,Meta Ads,ios,19.84,1296.99,0.537,0.314,0.233,False
AB3_009862,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-28,TikTok Ads,ios,19.37,596.31,0.4,0.331,0.185,False
AB3_009863,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-25,Google UAC,android,19.45,2310.33,0.495,0.414,0.122,False
AB3_009864,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-17,TikTok Ads,ios,25.38,921.9,0.381,0.28,0.132,False
AB3_009865,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-14,Meta Ads,android,13.38,2729.97,0.44,0.346,0.307,False
AB3_009866,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-01,Meta Ads,android,27.73,1639.82,0.397,0.192,0.064,False
AB3_009867,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-13,TikTok Ads,ios,22.14,2518.46,0.462,0.365,0.24,False
AB3_009868,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-26,TikTok Ads,ios,27.67,1504.34,0.333,0.288,0.228,False
AB3_009869,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-30,Google UAC,ios,22.53,2700.85,0.542,0.327,0.214,False
AB3_009870,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-11,Google UAC,android,31.87,1806.54,0.41,0.21,0.149,False
AB3_009871,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-14,Meta Ads,ios,21.51,2259.75,0.502,0.313,0.268,False
AB3_009872,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-25,Meta Ads,android,26.18,1757.95,0.477,0.268,0.178,False
AB3_009873,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-09,Meta Ads,ios,18.44,2747.71,0.499,0.303,0.22,False
AB3_009874,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-02,Meta Ads,android,24.51,1788.17,0.336,0.254,0.222,False
AB3_009875,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-16,Meta Ads,ios,22.51,2755.68,0.469,0.373,0.222,False
AB3_009876,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-14,Meta Ads,android,26.35,3174.51,0.41,0.246,0.182,False
AB3_009877,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-09,Google UAC,ios,15.5,2129.63,0.445,0.305,0.221,False
AB3_009878,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-13,Google UAC,ios,21.5,2227.7,0.45,0.299,0.092,False
AB3_009879,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-21,TikTok Ads,android,16.58,1696.01,0.577,0.337,0.223,False
AB3_009880,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-21,Google UAC,android,23.45,1034.01,0.389,0.389,0.198,False
AB3_009881,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-26,Meta Ads,android,18.02,2617.57,0.44,0.338,0.192,False
AB3_009882,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-13,Google UAC,android,25.41,896.46,0.522,0.278,0.177,False
AB3_009883,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-18,Meta Ads,ios,19.12,3113.43,0.525,0.336,0.174,False
AB3_009884,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-17,Meta Ads,android,27.98,1200.1,0.419,0.308,0.101,False
AB3_009885,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-06,Meta Ads,ios,14.29,2245.69,0.424,0.318,0.315,False
AB3_009886,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-08,Meta Ads,android,22.49,1277.83,0.409,0.315,0.171,False
AB3_009887,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-28,Meta Ads,android,27.42,3443.61,0.389,0.34,0.244,False
AB3_009888,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-09,TikTok Ads,android,19.83,1092.02,0.45,0.292,0.163,False
AB3_009889,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-14,Meta Ads,ios,19.16,2164.59,0.482,0.39,0.184,False
AB3_009890,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-19,Google UAC,ios,25.07,2871.83,0.486,0.373,0.194,False
AB3_009891,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-28,Google UAC,android,18.3,2861.48,0.612,0.338,0.214,False
AB3_009892,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-10,TikTok Ads,ios,22.93,2137.16,0.312,0.259,0.164,False
AB3_009893,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-12,Google UAC,ios,23.5,2868.9,0.522,0.353,0.175,False
AB3_009894,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-20,Google UAC,ios,22.87,2671.24,0.497,0.299,0.173,False
AB3_009895,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-16,Meta Ads,android,20.11,2654.2,0.436,0.416,0.176,False
AB3_009896,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-15,Meta Ads,ios,23.45,2135.98,0.473,0.28,0.265,False
AB3_009897,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-07,Meta Ads,android,20.23,2948.33,0.464,0.444,0.209,False
AB3_009898,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-19,Google UAC,android,31.45,2383.49,0.44,0.275,0.19,True
AB3_009899,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-05,TikTok Ads,android,16.08,2177.13,0.462,0.278,0.165,True
AB3_009900,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-03,TikTok Ads,android,23.05,1618.73,0.326,0.297,0.218,False
AB3_009901,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-27,Meta Ads,ios,19.7,1505.79,0.471,0.286,0.246,False
AB3_009902,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-04,Google UAC,android,24.36,1266.91,0.375,0.278,0.176,False
AB3_009903,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-14,TikTok Ads,ios,13.38,1107.05,0.332,0.425,0.249,False
AB3_009904,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-21,Google UAC,android,26.75,1730.98,0.592,0.349,0.137,True
AB3_009905,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-15,TikTok Ads,android,20.74,2185.2,0.42,0.408,0.224,False
AB3_009906,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-09,Meta Ads,ios,21.78,1768.58,0.347,0.304,0.108,False
AB3_009907,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-14,Google UAC,android,18.34,1874.72,0.509,0.361,0.277,False
AB3_009908,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-24,Google UAC,ios,22.75,1850.48,0.398,0.19,0.174,False
AB3_009909,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-14,Google UAC,android,20.95,3031.98,0.561,0.336,0.308,False
AB3_009910,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-01,Google UAC,ios,25.02,1947.51,0.474,0.336,0.196,False
AB3_009911,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-16,Google UAC,ios,26.27,2647.32,0.47,0.412,0.279,False
AB3_009912,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-27,Meta Ads,ios,27.88,1208.11,0.425,0.211,0.152,False
AB3_009913,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-04,Meta Ads,ios,20.24,2612.13,0.503,0.243,0.229,False
AB3_009914,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-15,Meta Ads,android,19.39,487.41,0.343,0.22,0.19,False
AB3_009915,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-30,Meta Ads,ios,17.43,1654.55,0.458,0.29,0.278,False
AB3_009916,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-24,Meta Ads,android,21.42,2057.24,0.39,0.331,0.177,False
AB3_009917,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-02,Meta Ads,ios,16.58,1796.64,0.402,0.369,0.217,False
AB3_009918,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-27,TikTok Ads,android,24.1,918.36,0.422,0.346,0.251,False
AB3_009919,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-26,Meta Ads,ios,15.97,2054.92,0.492,0.244,0.25,False
AB3_009920,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-21,Meta Ads,android,27.87,534.62,0.494,0.371,0.156,False
AB3_009921,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-07,Google UAC,android,20.51,1708.58,0.465,0.314,0.293,False
AB3_009922,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-14,Meta Ads,android,22.99,3415.32,0.392,0.25,0.194,False
AB3_009923,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-26,TikTok Ads,android,17.2,1793.75,0.543,0.454,0.288,False
AB3_009924,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-14,Meta Ads,android,18.67,1866.44,0.49,0.278,0.226,False
AB3_009925,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-30,Meta Ads,android,11.42,2137.27,0.45,0.324,0.278,False
AB3_009926,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-14,Google UAC,android,22.67,1160.14,0.313,0.318,0.124,False
AB3_009927,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-17,TikTok Ads,android,19.77,1880.71,0.487,0.29,0.196,False
AB3_009928,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-23,Google UAC,android,26.05,2123.15,0.329,0.237,0.23,False
AB3_009929,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-22,Meta Ads,android,14.69,2422.51,0.455,0.388,0.316,False
AB3_009930,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-31,TikTok Ads,android,24.66,2717.73,0.481,0.309,0.194,False
AB3_009931,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-15,TikTok Ads,android,18.98,2984.23,0.391,0.378,0.211,False
AB3_009932,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-24,Google UAC,ios,33.0,1260.26,0.495,0.274,0.189,False
AB3_009933,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-06,Meta Ads,ios,14.71,2202.65,0.498,0.329,0.24,True
AB3_009934,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-31,TikTok Ads,android,24.64,1619.99,0.443,0.229,0.179,False
AB3_009935,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-19,Meta Ads,android,19.19,2546.62,0.537,0.4,0.295,False
AB3_009936,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-31,Google UAC,android,28.84,1759.88,0.412,0.269,0.205,False
AB3_009937,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-25,Meta Ads,android,21.38,1245.6,0.539,0.26,0.305,False
AB3_009938,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-22,Google UAC,ios,20.97,1800.43,0.332,0.341,0.15,False
AB3_009939,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-11,Meta Ads,android,20.19,1444.99,0.532,0.261,0.275,False
AB3_009940,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-03,Google UAC,ios,32.23,1316.82,0.318,0.24,0.165,False
AB3_009941,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-14,Meta Ads,android,16.54,2082.63,0.465,0.326,0.232,False
AB3_009942,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-30,TikTok Ads,android,24.26,1960.47,0.446,0.324,0.189,False
AB3_009943,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-28,Google UAC,android,26.76,2347.25,0.436,0.351,0.235,False
AB3_009944,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-23,Google UAC,android,28.45,632.71,0.439,0.281,0.137,False
AB3_009945,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-11,TikTok Ads,android,17.21,2392.92,0.407,0.418,0.174,False
AB3_009946,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-24,Google UAC,android,24.7,1881.84,0.435,0.292,0.099,False
AB3_009947,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-23,Google UAC,ios,21.2,3181.1,0.507,0.376,0.273,False
AB3_009948,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-25,Google UAC,android,28.95,2218.54,0.476,0.216,0.227,False
AB3_009949,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-01,TikTok Ads,ios,18.61,2408.23,0.553,0.424,0.268,False
AB3_009950,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-30,Meta Ads,android,20.05,1681.7,0.344,0.289,0.164,False
AB3_009951,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-20,Google UAC,ios,18.27,1909.07,0.487,0.419,0.259,False
AB3_009952,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-31,Google UAC,android,21.66,877.38,0.358,0.203,0.17,False
AB3_009953,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-20,TikTok Ads,android,22.55,2246.1,0.397,0.325,0.293,False
AB3_009954,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-19,Meta Ads,android,28.34,2640.85,0.561,0.255,0.17,False
AB3_009955,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-22,Meta Ads,android,23.81,1822.28,0.486,0.384,0.184,False
AB3_009956,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-09,Meta Ads,ios,21.02,2396.62,0.46,0.247,0.169,False
AB3_009957,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-28,Meta Ads,android,14.85,3240.97,0.578,0.288,0.235,False
AB3_009958,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-23,TikTok Ads,ios,28.51,1911.31,0.408,0.271,0.235,False
AB3_009959,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-02,TikTok Ads,android,14.54,1209.63,0.479,0.286,0.185,False
AB3_009960,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-08,TikTok Ads,ios,32.83,1836.94,0.369,0.161,0.177,False
AB3_009961,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-15,Meta Ads,ios,26.28,474.79,0.515,0.386,0.243,False
AB3_009962,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-24,Meta Ads,android,28.83,2063.69,0.504,0.163,0.218,False
AB3_009963,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-02,Google UAC,ios,16.48,2388.18,0.457,0.296,0.224,False
AB3_009964,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-28,Google UAC,android,26.39,2564.15,0.347,0.198,0.233,False
AB3_009965,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-06,Google UAC,ios,13.5,1913.07,0.553,0.254,0.259,True
AB3_009966,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-21,TikTok Ads,android,24.27,918.55,0.533,0.33,0.124,False
AB3_009967,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-18,Meta Ads,ios,16.96,2337.74,0.496,0.316,0.208,False
AB3_009968,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-02,Meta Ads,android,28.13,1360.92,0.453,0.277,0.235,False
AB3_009969,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-16,Meta Ads,android,16.1,2140.89,0.532,0.299,0.291,False
AB3_009970,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-19,Google UAC,ios,21.83,1848.79,0.299,0.282,0.144,False
AB3_009971,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-03,Meta Ads,ios,23.23,2618.09,0.508,0.3,0.197,False
AB3_009972,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-06,Google UAC,android,30.57,1644.58,0.47,0.254,0.18,False
AB3_009973,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-05,TikTok Ads,android,15.08,1966.96,0.533,0.356,0.178,False
AB3_009974,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-19,TikTok Ads,ios,23.54,1606.39,0.45,0.319,0.271,False
AB3_009975,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-05,Meta Ads,android,27.18,582.23,0.554,0.404,0.249,False
AB3_009976,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-14,Meta Ads,android,33.75,1541.61,0.407,0.229,0.204,False
AB3_009977,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-16,Meta Ads,ios,21.56,2611.65,0.453,0.297,0.242,False
AB3_009978,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-14,Meta Ads,android,27.71,1873.3,0.433,0.259,0.208,False
AB3_009979,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-07,Google UAC,android,12.53,1332.0,0.527,0.396,0.262,False
AB3_009980,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-04,Google UAC,android,31.56,1349.52,0.397,0.25,0.219,False
AB3_009981,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-19,Google UAC,android,15.02,2260.65,0.511,0.319,0.297,False
